our_rank,name,position,team,gsis_id,adp,adp_rank,ecr_rank,mkt_val,mkt_rank,log_rank,vs_adp,vs_adp_log,vs_adp_pct,vs_adp_clip,score_log_pts,pred_vorp,pos_rank,delta,anchor_rank,scarcity_gain,feature_gain,age_c,age_c2,age_rb,age_qb,games_missed,rookie_pedigree,td_share_c,team_change,has_prior,draft_ovr_log,vacated_target_share,vacated_carry_share,arriving_vet_usage,draft_competition,qb_change,qb_quality_delta,qb_rookie,qb_expected_missing,coach_change,team_fp_prior,team_fp_prior_z,team_pass_fp_share_prior,team_pass_rate_prior,returning_target_competition,returning_carry_competition,depth_rank_adp,is_rookie,qb_delta_wrte,vacated_tgt_wrte,vacated_carry_rb,opp_target_share,opp_air_yards_share,opp_ts_slope,opp_ts_l4f4,opp_cs_l6_delta,opp_fp_oe_pg,opp_td_per_opp_vs_pos,opp_boom_rate,ppg_delta,career_missed_rate,inj_weeks_listed_l2y,inj_soft_tissue_l2y,inj_recurrence,apy_cap_pct,contract_year,rookie_deal_yr,draft_r1,draft_r23,rb_early_rookie,yrs_since_peak,last_was_career_best,c_age_c,c_age_c2,c_age_rb,c_age_qb,c_games_missed,c_rookie_pedigree,c_td_share_c,c_team_change,c_has_prior,c_draft_ovr_log,c_vs_adp,c_vacated_target_share,c_vacated_carry_share,c_arriving_vet_usage,c_draft_competition,c_qb_change,c_qb_quality_delta,c_qb_rookie,c_qb_expected_missing,c_coach_change,c_team_fp_prior,c_team_fp_prior_z,c_team_pass_fp_share_prior,c_team_pass_rate_prior,c_returning_target_competition,c_returning_carry_competition,c_depth_rank_adp,c_is_rookie,c_qb_delta_wrte,c_vacated_tgt_wrte,c_vacated_carry_rb,c_opp_target_share,c_opp_air_yards_share,c_opp_ts_slope,c_opp_ts_l4f4,c_opp_cs_l6_delta,c_opp_fp_oe_pg,c_opp_td_per_opp_vs_pos,c_opp_boom_rate,c_ppg_delta,c_career_missed_rate,c_inj_weeks_listed_l2y,c_inj_soft_tissue_l2y,c_inj_recurrence,c_apy_cap_pct,c_contract_year,c_rookie_deal_yr,c_draft_r1,c_draft_r23,c_rb_early_rookie,c_yrs_since_peak,c_last_was_career_best,c_ppg_mismatch,raw_ppg_mismatch,_dummy,adp_gap_ahead,adp_gap_behind,age,birthdate,career_best_ppg,coach_pass_oe,coach_pass_shift,draft_ovr,draft_round,draft_year,expqb_rush_wrte,inj_recurrence_qb,inj_weeks_listed_l2y_qb,is_rk_draft,log_pts,ol_sack_rate_prior,ol_stuff_rate_prior,prev_games,prev_ppg,prev_td_share,prev_team,prop_mvp,prop_oroy,prop_pass_yds,prop_rec_yds,prop_rush_yds,qb_rush_ypg,rookie,rookie_log_pick,rookie_x_vacated,rz_ez_target_share,rz_gl_carry_share,rz_opp_pg,rz_target_share,rz_td_minus_expected,season,snap_share,snap_share_l4f4,snap_share_max4,sos_dvp,sos_dvp_first4,tgt_pts,vegas_wins_c,vegas_wins_delta,vs_adp_off,yrs_exp
66,Quinshon Judkins,RB,CLE,00-0040784,49.200000,52,60,4.094345,60,4.094345,0.121361,0.143101,0.043243,0.143101,4.838636,11.986250,21,-14,67,-15,1,-3.158111,9.973664,-3.158111,-0.000000,3.000000,0.000000,0.023217,0.000000,1.000000,3.583519,0.179048,0.081340,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1082.480000,-1.688909,0.683153,0.556734,0.083810,0.220096,1.000000,0.000000,0.000000,0.000000,0.081340,0.082773,-0.008044,0.005843,0.061678,-0.046317,-1.510714,-0.006194,0.142857,0.000000,0.176471,3.000000,0.000000,0.000000,0.010000,0.000000,2.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-0.002800,0.000181,-0.005399,0.000502,-0.003454,-0.001404,-0.001400,-0.000691,0.007180,-0.000391,0.000631,-0.000185,0.000457,0.002515,0.010326,-0.000920,-0.000085,0.000792,0.003611,0.007096,-0.004206,0.013040,0.006453,-0.000540,0.000143,0.001502,0.002358,-0.002888,0.000007,0.000220,0.000256,-0.001326,-0.000449,0.010184,-0.011017,-0.005276,-0.002884,-0.002275,0.003349,-0.000042,-0.002056,0.000017,-0.000705,0.001175,-0.000855,-0.000055,0.004007,-0.000208,0.003513,-0.000454,-0.004409,0.009665,0.001112,5.007137,true,0.000000,4.564348,22.841889,2003-10-29,12.128571,0.000000,0.000000,36,2,2025,0.000000,0.000000,0.000000,false,0.000000,0.014484,0.038544,14.000000,12.128571,0.247350,CLE,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.428571,0.017544,-1.062600,2026,0.505000,0.040000,0.630000,0.772405,-0.962059,0.000000,0.000000,0.000000,0.121361,1.000000
67,David Montgomery,RB,HOU,00-0035685,56.100000,57,63,4.143135,63,4.143135,0.085767,0.100083,0.032432,0.100083,4.833961,11.986250,22,-10,71,-14,4,3.234771,10.463742,3.234771,0.000000,0.000000,0.000000,0.087394,1.000000,1.000000,4.290459,0.180000,0.286022,0.043678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1372.140000,-0.187225,0.655400,0.541872,0.078182,0.550538,1.000000,0.000000,0.000000,0.000000,0.286022,0.054271,0.002059,-0.001940,-0.024095,-0.044864,1.634118,0.010271,0.058824,-6.018319,0.102564,5.000000,0.000000,0.000000,0.027000,0.000000,0.000000,0.000000,1.000000,0.000000,5.000000,0.000000,0.001873,0.000156,0.005862,0.000502,0.010135,-0.001404,-0.005270,0.003267,0.007180,0.001542,0.000418,-0.000183,-0.000005,0.001046,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000608,0.002409,0.002256,0.001457,0.000155,0.007083,0.002358,-0.002888,0.000007,0.000220,-0.002260,-0.002414,-0.000413,-0.003842,0.005218,-0.005123,0.001095,0.001518,0.011306,-0.000647,0.004374,-0.000003,-0.000705,0.001175,-0.000436,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,0.012696,-0.006989,-0.000485,2.899358,true,0.000000,4.465908,29.234771,1997-06-07,17.653333,0.015308,0.000000,73,3,2019,0.000000,0.000000,0.000000,false,0.000000,-0.017239,0.027678,17.000000,9.818824,0.311526,DET,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.629630,1.588235,0.022222,-1.411589,2026,0.370588,-0.060000,0.482500,0.084516,2.300882,0.000000,0.000000,0.000000,0.085767,7.000000
68,Tucker Kraft,TE,GB,00-0038996,73.000000,76,69,4.234107,69,4.234107,-0.084899,-0.096627,-0.037838,-0.096627,4.885233,9.697917,6,8,75,1,7,-0.173854,0.030225,-0.000000,-0.000000,9.000000,0.000000,0.120782,0.000000,1.000000,4.356709,0.369565,0.310976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1420.000000,0.060896,0.611620,0.483193,0.084783,0.000000,1.000000,0.000000,0.000000,0.369565,0.000000,0.189611,0.096428,-0.000974,0.009239,-0.005000,4.566250,0.075504,0.250000,5.044118,0.313725,11.000000,0.000000,0.000000,0.006000,0.000000,4.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-0.000619,0.000694,0.000164,0.000502,-0.030633,-0.001404,-0.007283,-0.000691,0.007180,0.001723,-0.000607,0.000200,-0.000062,0.002515,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000014,0.000653,-0.004364,0.009345,0.000141,-0.002214,0.002358,-0.002888,0.000007,-0.000386,0.001256,0.002753,-0.000071,-0.002102,-0.001091,-0.000931,0.004804,0.016547,-0.006798,0.000464,-0.013997,-0.000064,-0.000705,0.001175,-0.000954,-0.000055,0.012277,-0.000208,0.003513,-0.000454,-0.004409,0.009665,0.002597,6.966438,true,0.000000,4.615121,25.826146,2000-11-03,14.650000,-0.015640,0.000000,78,3,2023,13.266667,0.000000,0.000000,false,0.000000,-0.012732,-0.019027,8.000000,14.650000,0.307167,GB,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080000,0.000000,1.500000,0.173913,3.298125,2026,0.860000,-0.110000,0.927500,-0.457398,-0.283125,0.000000,0.000000,0.000000,-0.084899,3.000000
69,Justin Herbert,QB,LAC,00-0036355,79.800000,82,67,4.204693,67,4.204693,-0.177983,-0.202027,-0.081081,-0.202027,5.530519,8.832083,7,13,69,13,0,2.479124,6.146055,0.000000,2.479124,1.000000,0.000000,-0.021950,0.000000,1.000000,1.791759,0.292818,0.071584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1410.420000,0.011230,0.650374,0.540837,0.000000,0.036876,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.007552,14.817500,-0.024848,0.312500,1.141765,0.059406,3.000000,0.000000,0.000000,0.234000,0.000000,0.000000,1.000000,0.000000,0.000000,4.000000,0.000000,0.001321,0.000378,0.000164,-0.002222,0.005605,-0.001404,0.001324,-0.000691,0.007180,-0.005289,-0.001165,0.000045,0.000479,0.002515,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000133,0.001005,0.001496,0.001596,0.000317,-0.001592,0.002358,-0.002888,0.000007,0.000220,0.001256,-0.004486,-0.000420,-0.000346,0.000657,-0.001200,0.017773,-0.006573,-0.012716,0.000072,0.008129,0.000017,-0.000705,0.001175,0.004671,-0.000055,-0.004263,0.000412,-0.002206,-0.000454,0.009275,-0.006989,-0.000058,3.462894,true,0.000000,4.615121,28.479124,1998-03-10,22.515294,-0.058219,0.000000,6,1,2020,0.000000,0.000000,3.000000,false,0.000000,0.023027,0.031096,16.000000,17.930000,0.404350,LAC,0.000000,0.000000,0.000000,0.000000,0.000000,31.125000,0.000000,0.000000,0.000000,0.000000,0.190476,0.437500,0.000000,-0.665349,2026,0.968125,0.000000,1.000000,-0.429808,-1.269081,0.000000,0.000000,0.000000,-0.177983,6.000000
70,Brian Thomas Jr.,WR,JAX,00-0039893,84.200000,86,77,4.343805,77,4.343805,-0.098440,-0.110542,-0.048649,-0.110542,4.852637,8.058333,35,16,86,0,16,-2.101300,4.415464,-0.000000,-0.000000,3.000000,0.000000,-0.018783,0.000000,1.000000,3.135494,0.221477,0.548454,0.000000,0.131840,0.000000,0.000000,0.000000,0.000000,0.000000,1570.240000,0.839785,0.629713,0.551341,0.362416,0.024742,2.000000,0.000000,0.000000,0.221477,0.000000,0.193113,0.315735,-0.004918,-0.059774,-0.000937,-6.539286,-0.016508,0.071429,-6.791597,0.088235,5.000000,0.000000,0.000000,0.014000,0.000000,3.000000,1.000000,0.000000,0.000000,1.000000,0.000000,-0.002028,0.000468,0.000164,0.000502,-0.003454,-0.001404,0.001133,-0.000691,0.007180,-0.001616,-0.000688,-0.000099,-0.000597,0.002515,-0.006870,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.001852,-0.004861,-0.001628,0.000184,-0.000435,-0.001797,-0.002680,-0.002888,0.000007,-0.000143,0.001256,0.002887,0.000723,-0.009209,0.011972,-0.000504,-0.009245,-0.004652,0.010113,-0.000725,0.005620,-0.000003,-0.000705,0.001175,-0.000756,-0.000055,0.008142,0.000412,-0.002206,-0.000454,-0.000988,-0.006989,-0.000923,2.321164,true,2.302585,2.639057,23.898700,2002-10-08,16.705882,0.019526,0.000000,23,1,2024,21.117647,0.000000,0.000000,false,0.000000,-0.001611,0.003145,14.000000,9.914286,0.129683,JAX,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.000000,0.571429,0.080460,-0.375333,2026,0.776429,-0.137500,0.890000,1.300781,-3.630846,0.000000,0.000000,0.000000,-0.098440,2.000000
71,Bucky Irving,RB,TB,00-0039361,46.200000,47,57,4.043051,57,4.043051,0.161641,0.192904,0.054054,0.192904,4.820371,7.090833,23,-24,55,-8,-16,-1.964408,3.858899,-1.964408,-0.000000,7.000000,0.000000,-0.050847,0.000000,1.000000,4.828314,0.303142,0.300847,0.280098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1385.400000,-0.118481,0.637000,0.534057,0.020333,0.190678,1.000000,0.000000,0.000000,0.000000,0.300847,0.107122,-0.021593,-0.004157,-0.061278,-0.015503,-1.388000,-0.013279,0.100000,-0.526471,0.205882,13.000000,1.000000,0.000000,0.005000,0.000000,3.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.001928,0.000496,-0.003296,0.000502,-0.021573,-0.001404,0.003066,-0.000691,0.007180,0.003012,0.000873,0.000066,-0.000039,-0.006909,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000444,0.001923,-0.000526,0.002508,0.000275,0.001006,0.002358,-0.002888,0.000007,0.000220,-0.002442,-0.000396,-0.000498,-0.007837,0.012256,-0.002036,-0.002728,-0.003908,0.007407,-0.000095,-0.004615,-0.000084,0.000281,0.001175,-0.000978,-0.000055,0.008142,-0.000208,-0.002206,-0.000454,-0.000988,-0.006989,0.002255,6.515429,true,0.000000,4.025352,24.035592,2002-08-19,14.376471,0.011567,0.000000,125,4,2024,0.000000,0.000000,0.000000,false,0.000000,-0.006073,0.007863,10.000000,13.850000,0.173285,TB,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.052632,0.413528,2026,0.616000,-0.122500,0.710000,-0.159429,0.835882,0.000000,0.000000,0.000000,0.161641,2.000000
72,D'Andre Swift,RB,CHI,00-0036275,47.700000,50,62,4.127134,62,4.127134,0.182322,0.215111,0.064865,0.215111,4.802226,7.090833,24,-22,66,-16,-6,1.630390,2.658172,1.630390,0.000000,1.000000,0.000000,0.038335,0.000000,1.000000,3.555348,0.302632,0.039604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1519.840000,0.578497,0.592891,0.513018,0.058271,0.348515,1.000000,0.000000,0.000000,0.000000,0.039604,0.093538,-0.007279,-0.004039,-0.073900,-0.013375,1.534375,0.004391,0.312500,1.669853,0.118812,10.000000,9.000000,1.000000,0.031000,0.000000,0.000000,0.000000,1.000000,0.000000,4.000000,0.000000,0.000700,0.000558,0.003036,0.000502,0.005605,-0.001404,-0.002312,-0.000691,0.007180,-0.000468,0.000997,0.000065,0.000551,0.002515,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.001226,-0.003011,-0.007196,0.005336,0.000196,0.003671,0.002358,-0.002888,0.000007,0.000220,0.000769,-0.000915,-0.000447,-0.007625,0.014646,-0.001812,0.000969,0.000163,-0.012716,0.000125,0.002960,-0.000054,0.008169,-0.015322,-0.000337,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,0.009275,-0.006989,0.002851,7.301899,true,0.000000,4.094345,27.630390,1999-01-14,16.069231,-0.018797,0.000000,35,2,2020,0.000000,0.000000,0.000000,false,0.000000,-0.027812,-0.027593,16.000000,14.287500,0.262467,CHI,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.562500,0.014085,0.607075,2026,0.578750,-0.092500,0.675000,-0.529879,1.652647,0.000000,0.000000,0.000000,0.182322,6.000000
73,Bhayshul Tuten,RB,JAX,00-0040719,60.400000,62,68,4.219508,68,4.219508,0.080043,0.092373,0.032432,0.092373,4.736047,7.090833,25,-11,73,-11,0,-2.454483,6.024488,-2.454483,-0.000000,2.000000,0.000000,0.249908,0.000000,1.000000,4.644391,0.221477,0.548454,0.263079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1570.240000,0.839785,0.629713,0.551341,0.020134,0.053608,1.000000,0.000000,0.000000,0.000000,0.548454,0.029744,0.002004,-0.000885,-0.008179,0.007348,1.149333,0.039656,0.000000,0.000000,0.117647,2.000000,0.000000,0.000000,0.005000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.002286,0.000385,-0.004159,0.000502,0.001075,-0.001404,-0.015070,-0.000691,0.007180,0.002509,0.000383,-0.000099,-0.000597,-0.006337,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.001852,-0.004861,-0.001628,0.000184,0.000275,-0.001309,0.002358,-0.002888,0.000007,0.000220,-0.005486,-0.003350,-0.000413,-0.001941,0.002206,0.000367,0.000481,0.008288,0.016877,-0.000042,0.003062,0.000027,-0.000705,0.001175,-0.000978,-0.000055,0.004007,-0.000208,-0.002206,-0.000454,-0.004409,0.009665,-0.003212,-0.698761,true,0.000000,4.521789,23.545517,2003-02-14,5.906667,0.019526,0.000000,104,4,2025,0.000000,0.000000,0.000000,false,0.000000,-0.001611,0.003145,15.000000,5.906667,0.474041,JAX,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.235294,0.733333,0.022989,2.124076,2026,0.211333,0.010000,0.292500,-0.135900,-0.497941,0.000000,0.000000,0.000000,0.080043,1.000000
74,Jaylen Warren,RB,PIT,00-0037228,65.100000,68,70,4.248495,70,4.248495,0.025318,0.028988,0.010811,0.028988,4.733172,7.090833,26,-6,74,-6,0,1.832991,3.359856,1.832991,0.000000,1.000000,0.000000,-0.003036,0.000000,1.000000,5.598422,0.503650,0.339066,0.515024,0.127360,0.000000,0.000000,0.000000,1.000000,1.000000,1405.980000,-0.011788,0.645173,0.573822,0.003650,0.068796,1.000000,0.000000,0.000000,0.000000,0.339066,0.095787,-0.046190,-0.004606,-0.065578,-0.077929,1.931875,-0.001259,0.062500,5.295417,0.058824,5.000000,0.000000,0.000000,0.021000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000848,0.000522,0.003393,0.000502,0.005605,-0.001404,0.000183,-0.000691,0.007180,0.005117,0.000055,0.000471,-0.000125,-0.014814,-0.006286,-0.000920,-0.000085,0.000792,0.003611,0.007096,-0.000188,0.001168,0.000710,-0.002837,0.000309,-0.001053,0.002358,-0.002888,0.000007,0.000220,-0.002912,-0.000829,-0.000588,-0.008646,0.013070,-0.008600,0.001471,-0.001138,0.010958,0.000489,0.008179,-0.000003,-0.000705,0.001175,-0.000584,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,-0.004409,0.009665,0.002684,7.081678,true,0.000000,2.484907,27.832991,1998-11-01,13.568750,0.018398,-0.023609,,,2022,0.000000,0.000000,0.000000,false,0.000000,-0.012890,-0.002149,16.000000,13.568750,0.221096,PIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.482759,1.687500,0.064103,-2.297528,2026,0.507500,-0.182500,0.662500,-0.015623,0.643235,0.000000,0.000000,0.000000,0.025318,4.000000
75,Kyle Pitts Sr.,TE,ATL,00-0036970,84.400000,87,79,4.369448,79,4.369448,-0.086075,-0.096460,-0.043243,-0.096460,4.863663,5.422917,7,12,87,0,12,-0.097194,0.009447,-0.000000,-0.000000,0.000000,0.000000,-0.044070,0.000000,1.000000,1.386294,0.271287,0.335430,0.053942,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1317.820000,-0.468836,0.610023,0.514257,0.017822,0.000000,1.000000,0.000000,0.000000,0.271287,0.000000,0.226821,0.215906,0.004886,0.060042,0.000000,-1.590000,-0.015456,0.058824,4.682353,0.082353,2.000000,0.000000,0.000000,0.059000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.000563,0.000695,0.000164,0.000502,0.010135,-0.001404,0.002657,-0.000691,0.007180,-0.006398,-0.000614,0.000002,-0.000117,0.000700,0.010326,-0.000920,-0.000085,0.000792,0.003611,-0.001733,-0.001283,0.004403,-0.004605,0.005169,0.000280,-0.002214,0.002358,-0.002888,0.000007,-0.000225,0.001256,0.004174,0.000362,0.008458,-0.010708,-0.000406,-0.002984,-0.004409,0.011306,0.000428,0.006132,0.000027,-0.000705,0.001175,0.000354,-0.000055,-0.004263,0.000412,-0.002206,-0.000454,-0.004409,0.009665,0.001212,5.138368,true,0.000000,4.615121,25.902806,2000-10-06,12.400000,0.005524,0.000000,4,1,2021,0.000000,0.000000,0.000000,false,0.000000,-0.020710,-0.005416,17.000000,12.400000,0.142315,ATL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.160000,0.000000,0.764706,0.203125,0.116705,2026,0.880000,0.132500,0.947500,0.611045,0.472463,0.000000,0.000000,0.000000,-0.086075,5.000000
76,Tony Pollard,RB,TEN,00-0035261,72.300000,73,81,4.394449,81,4.394449,0.092019,0.103990,0.043243,0.103990,4.661880,2.031250,28,-3,77,-4,1,3.338809,11.147646,3.338809,0.000000,0.000000,0.000000,-0.062668,0.000000,1.000000,4.852030,0.280943,0.000000,0.252055,0.135592,0.000000,0.000000,0.000000,0.000000,1.000000,1115.640000,-1.516997,0.660697,0.573844,0.102161,0.227513,1.000000,0.000000,0.000000,0.000000,0.000000,0.075954,0.000967,-0.001924,-0.024553,0.028822,-1.278824,-0.014841,0.058824,-1.614338,0.051282,5.000000,0.000000,0.000000,0.028000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.001949,0.000120,0.006045,0.000502,0.010135,-0.001404,0.003779,-0.000691,0.007180,0.003077,0.000455,0.000021,0.000640,-0.005966,-0.007360,-0.000920,-0.000085,0.000792,-0.000773,0.007096,-0.003794,0.011823,0.003057,-0.002840,0.000105,0.001628,0.002358,-0.002888,0.000007,0.000220,0.001256,-0.001586,-0.000417,-0.003813,0.005305,0.002625,-0.002590,-0.004268,0.011306,-0.000205,0.008835,-0.000003,-0.000705,0.001175,-0.000411,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,0.005854,-0.006989,0.001129,5.029168,true,0.000000,4.025352,29.338809,1997-04-30,15.550000,0.058196,0.016166,128,4,2019,0.000000,0.000000,0.000000,false,0.000000,0.021608,-0.008104,17.000000,10.929412,0.161464,TEN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.764706,0.019608,-0.151250,2026,0.624706,-0.335000,0.887500,0.290744,2.927647,0.000000,0.000000,0.000000,0.092019,7.000000
77,Jadarian Price,RB,SEA,PRI206342,73.000000,75,75,4.317488,75,4.317488,0.000000,0.000000,0.000000,0.000000,4.696396,2.031250,27,-2,78,-3,1,-3.103354,9.630805,-3.103354,-0.000000,0.000000,0.881481,-0.224132,0.000000,0.000000,3.465736,0.076628,0.445525,0.254065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1561.000000,0.791882,0.632415,0.503861,0.051724,0.410506,1.000000,1.000000,0.000000,0.000000,0.445525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,-0.002760,0.000199,-0.005302,0.000502,0.010135,0.012101,0.013516,-0.000691,-0.052461,-0.000713,-0.000097,-0.000391,-0.000365,-0.006033,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.001737,-0.004522,-0.001219,0.006567,0.000209,0.004718,0.002358,0.025501,0.000007,0.000220,-0.004220,-0.004486,-0.000420,-0.000346,0.000657,-0.000406,-0.000973,-0.000848,0.016877,-0.000042,0.013297,0.000047,-0.000705,0.001175,-0.001102,-0.000055,-0.004263,0.000412,-0.002206,0.018670,-0.004409,-0.006989,-0.002682,-0.000000,false,0.000000,4.442651,22.896646,2003-10-09,0.000000,0.016319,0.000000,32,1,2026,0.000000,0.000000,0.000000,true,0.000000,-0.013156,0.036960,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.136383,0.460269,0.000000,0.000000,0.000000,0.000000,0.000000,2026,0.000000,0.000000,0.000000,0.415450,0.277647,0.000000,0.000000,0.000000,0.000000,0.000000
78,Chuba Hubbard,RB,CAR,00-0036555,79.100000,81,83,4.418841,83,4.418841,0.021740,0.024391,0.010811,0.024391,4.622393,2.031250,29,3,82,-1,4,1.225188,1.501086,1.225188,0.000000,2.000000,0.000000,-0.032745,0.000000,1.000000,4.836282,0.158333,0.523913,0.024845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1245.260000,-0.845008,0.645166,0.510638,0.006250,0.043478,1.000000,0.000000,0.000000,0.000000,0.523913,0.088233,-0.042715,-0.002558,-0.046809,-0.050820,-0.713333,-0.009388,0.066667,-7.746667,0.117647,5.000000,3.000000,0.000000,0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000404,0.000618,0.002322,0.000502,0.001075,-0.001404,0.001975,-0.000691,0.007180,0.003034,0.000034,-0.000226,-0.000542,0.001679,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.002184,0.007066,0.000709,0.005656,0.000304,-0.001480,0.002358,-0.002888,0.000007,0.000220,-0.005184,-0.001117,-0.000575,-0.004956,0.009518,-0.005750,-0.001875,-0.003011,0.010564,-0.000821,0.003062,-0.000003,0.002253,0.001175,-0.000312,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,-0.000988,-0.006989,-0.000745,2.556091,true,0.000000,3.761200,27.225188,1999-06-11,16.106667,-0.000042,0.000000,126,4,2021,0.000000,0.000000,0.000000,false,0.000000,-0.005250,-0.029628,15.000000,8.360000,0.191388,CAR,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.142857,0.933333,0.083333,-1.189719,2026,0.458000,-0.220000,0.655000,-0.721713,-0.987353,0.000000,0.000000,0.000000,0.021740,5.000000
79,Michael Pittman Jr.,WR,PIT,00-0036252,70.700000,70,84,4.430817,84,4.430817,0.161268,0.182322,0.075676,0.182322,4.846850,0.000000,36,-9,65,5,-14,2.906229,8.446165,0.000000,0.000000,0.000000,0.000000,0.059044,1.000000,1.000000,3.526361,0.503650,0.339066,0.000000,0.179052,0.000000,0.000000,0.000000,1.000000,1.000000,1405.980000,-0.011788,0.645173,0.573822,0.229927,0.004914,2.000000,0.000000,0.000000,0.503650,0.000000,0.206487,0.213101,-0.005126,-0.106005,0.000000,-1.622941,0.014640,0.235294,1.543382,0.059406,4.000000,0.000000,0.000000,0.058000,0.000000,0.000000,0.000000,1.000000,0.000000,2.000000,0.000000,0.001633,0.000260,0.000164,0.000502,0.010135,-0.001404,-0.003560,0.003267,0.007180,-0.000547,0.000871,0.000471,-0.000125,0.002515,-0.013028,-0.000920,-0.000085,0.000792,0.003611,0.007096,-0.000188,0.001168,0.000710,-0.002837,-0.000160,-0.002131,-0.002680,-0.002888,0.000007,-0.000605,0.001256,0.003398,0.000352,-0.009583,0.020722,-0.000406,-0.003026,0.002525,-0.005405,0.000113,0.008129,0.000007,-0.000705,0.001175,0.000329,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,0.002433,-0.006989,0.000838,4.645141,true,2.564949,4.615121,28.906229,1997-10-05,15.762500,0.018398,-0.023609,34,2,2020,0.000000,0.000000,0.000000,false,0.000000,-0.012890,-0.002149,17.000000,11.905882,0.207510,IND,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,1.058824,0.216867,0.573709,2026,0.855294,0.055000,0.920000,-0.919358,-1.980846,0.000000,0.000000,0.000000,0.161268,6.000000
